word,pos
the,DET
pathogenesis,NOUN
of,ADP
DOCA,PROPN
-,PUNCT
salt,NOUN
hypertension,NOUN
",",PUNCT
since,ADP
the,DET
elevation,NOUN
of,ADP
blood,NOUN
pressure,NOUN
was,VERB
not,ADV
substantial,ADJ
in,ADP
the,DET
rats,NOUN
with,ADP
lithium,NOUN
-,PUNCT
treated,VERB
diabetes,NOUN
insipidus,NOUN
after,ADP
DOCA,PROPN
-,PUNCT
salt,NOUN
treatment,NOUN
.,PUNCT
Administration,NOUN
of,ADP
DDAVP,PROPN
which,ADJ
has,VERB
antidiuretic,ADJ
action,NOUN
but,CCONJ
minimal,ADJ
vasopressor,NOUN
effect,NOUN
failed,VERB
to,PART
increase,VERB
blood,NOUN
pressure,NOUN
to,ADP
the,DET
levels,NOUN
observed,VERB
after,ADP
administration,NOUN
of,ADP
AVP,PROPN
.,PUNCT
Furthermore,ADV
",",PUNCT
the,DET
pressor,NOUN
action,NOUN
of,ADP
vasopressin,NOUN
appears,VERB
to,PART
be,VERB
important,ADJ
in,ADP
the,DET
development,NOUN
of,ADP
this,DET
model,NOUN
of,ADP
hypertension,NOUN
",",PUNCT
since,ADP
the,DET
enhanced,VERB
pressor,NOUN
responsiveness,NOUN
to,ADP
the,DET
hormone,NOUN
was,VERB
observed,VERB
in,ADP
the,DET
initial,ADJ
stage,NOUN
of,ADP
hypertension,NOUN
.,PUNCT
Increased,VERB
secretion,NOUN
of,ADP
vasopressin,NOUN
from,ADP
neurohypophysis,NOUN
also,ADV
promotes,VERB
the,DET
function,NOUN
of,ADP
the,DET
hormone,NOUN
as,ADP
a,DET
pathogenetic,ADJ
factor,NOUN
in,ADP
hypertension,NOUN
.,PUNCT
An,DET
unproportional,ADJ
release,NOUN
of,ADP
vasopressin,NOUN
compared,VERB
to,ADP
plasma,NOUN
osmolality,NOUN
may,VERB
be,VERB
induced,VERB
by,ADP
the,DET
absence,NOUN
of,ADP
an,DET
adjusting,VERB
control,NOUN
of,ADP
angiotensin,NOUN
II,PROPN
forming,NOUN
and,CCONJ
receptor,NOUN
binding,NOUN
capacity,NOUN
for,ADP
sodium,NOUN
balance,NOUN
in,ADP
the,DET
brain,NOUN
.,PUNCT
However,ADV
",",PUNCT
the,DET
role,NOUN
of,ADP
vasopressin,NOUN
remains,VERB
to,PART
be,VERB
determined,VERB
in,ADP
human,ADJ
essential,ADJ
hypertension,NOUN
.,PUNCT
Toxic,PROPN
hepatitis,NOUN
induced,VERB
by,ADP
disulfiram,NOUN
in,ADP
a,DET
non,NOUN
-,PUNCT
alcoholic,NOUN
.,PUNCT
A,DET
reversible,ADJ
toxic,ADJ
liver,NOUN
damage,NOUN
was,VERB
observed,VERB
in,ADP
a,DET
non,NOUN
-,PUNCT
alcoholic,ADJ
woman,NOUN
treated,VERB
with,ADP
disulfiram,NOUN
.,PUNCT
Atrial,ADJ
thrombosis,NOUN
involving,VERB
the,DET
heart,NOUN
of,ADP
F-344,PROPN
rats,NOUN
ingesting,VERB
quinacrine,NOUN
hydrochloride,NOUN
.,PUNCT
Quinacrine,PROPN
hydrochloride,NOUN
is,VERB
toxic,ADJ
for,ADP
the,DET
heart,NOUN
of,ADP
F-344,PROPN
rats,NOUN
.,PUNCT
Rats,NOUN
treated,VERB
with,ADP
500,NUM
ppm,NOUN
quinacrine,ADJ
hydrochloride,NOUN
in,ADP
the,DET
diet,NOUN
all,DET
developed,VERB
a,DET
high,ADJ
incidence,NOUN
of,ADP
left,VERB
atrial,ADJ
thrombosis,NOUN
.,PUNCT
The,DET
lesion,NOUN
was,VERB
associated,VERB
with,ADP
cardiac,ADJ
hypertrophy,NOUN
and,CCONJ
dilatation,NOUN
and,CCONJ
focal,ADJ
myocardial,ADJ
degeneration,NOUN
.,PUNCT
Rats,NOUN
died,VERB
from,ADP
cardiac,ADJ
hypertrophy,NOUN
with,ADP
severe,ADJ
acute,ADJ
and,CCONJ
chronic,ADJ
congestion,NOUN
of,ADP
the,DET
lungs,NOUN
",",PUNCT
liver,NOUN
",",PUNCT
and,CCONJ
other,ADJ
organs,NOUN
.,PUNCT
Seventy,NUM
percent,NOUN
of,ADP
rats,NOUN
given,VERB
250,NUM
ppm,ADJ
quinacrine,ADJ
hydrochloride,NOUN
and,CCONJ
"1,000",NUM
ppm,NOUN
sodium,NOUN
nitrite,NOUN
simultaneously,ADV
in,ADP
the,DET
diet,NOUN
had,VERB
thrombosis,NOUN
of,ADP
the,DET
atria,NOUN
of,ADP
the,DET
heart,NOUN
",",PUNCT
while,ADP
untreated,ADJ
control,NOUN
rats,NOUN
in,ADP
this,DET
laboratory,NOUN
did,VERB
not,ADV
have,VERB
atrial,ADJ
thrombosis,NOUN
.,PUNCT
Sodium,NOUN
nitrite,NOUN
in,ADP
combination,NOUN
with,ADP
quinacrine,ADJ
hydrochloride,NOUN
appeared,VERB
to,PART
have,VERB
no,DET
additional,ADJ
effect,NOUN
.,PUNCT
Alternating,VERB
sinus,ADJ
rhythm,NOUN
and,CCONJ
intermittent,ADJ
sinoatrial,ADJ
block,NOUN
induced,VERB
by,ADP
propranolol,NOUN
.,PUNCT
Alternating,VERB
sinus,ADJ
rhythm,NOUN
and,CCONJ
intermittent,ADJ
sinoatrial,NOUN
(,PUNCT
S,PROPN
-,PUNCT
A,PROPN
),PUNCT
block,NOUN
was,VERB
observed,VERB
in,ADP
a,DET
57-year,NUM
-,PUNCT
old,ADJ
woman,NOUN
",",PUNCT
under,ADP
treatment,NOUN
for,ADP
angina,NOUN
with,ADP
80,NUM
mg,NUM
propranolol,NOUN
daily,NOUN
.,PUNCT
Following,VERB
these,DET
basic,ADJ
sinus,ADJ
cycles,NOUN
",",PUNCT
alternating,VERB
rhythm,NOUN
started,VERB
with,ADP
the,DET
longer,ADV
P,NOUN
-,PUNCT
P,NOUN
interval,NOUN
.,PUNCT
In,ADP
one,NUM
recording,NOUN
a,DET
short,ADJ
period,NOUN
of,ADP
regular,ADJ
sinus,ADJ
rhythm,NOUN
with,ADP
intermittent,ADJ
2/1,NUM
S,NOUN
-,PUNCT
A,NOUN
block,NOUN
was,VERB
observed,VERB
.,PUNCT
Atropine,NOUN
1,NUM
mg,NUM
given,VERB
intravenously,ADV
resulted,VERB
in,ADP
shortening,NOUN
of,ADP
all,DET
P,NOUN
-,PUNCT
P,NOUN
intervals,NOUN
without,ADP
changing,VERB
the,DET
rhythm,NOUN
.,PUNCT
The,DET
abnormal,ADJ
rhythm,NOUN
disappeared,VERB
with,ADP
the,DET
withdrawal,NOUN
of,ADP
propranolol,NOUN
and,CCONJ
when,ADV
the,DET
drug,NOUN
was,VERB
restarted,VERB
a,DET
2/1,NUM
S,NOUN
-,PUNCT
A,NOUN
block,NOUN
was,VERB
seen,VERB
.,PUNCT
This,DET
was,VERB
accepted,VERB
as,ADP
evidence,NOUN
for,ADP
propranolol,NOUN
being,VERB
the,DET
cause,NOUN
of,ADP
this,DET
conduction,NOUN
disorder,NOUN
.,PUNCT
Antitumor,PROPN
effect,NOUN
",",PUNCT
cardiotoxicity,NOUN
",",PUNCT
and,CCONJ
nephrotoxicity,NOUN
of,ADP
doxorubicin,NOUN
in,ADP
the,DET
IgM,PROPN
solid,ADJ
immunocytoma,NOUN
-,PUNCT
bearing,VERB
LOU,PROPN
/,SYM
M,PROPN
/,SYM
WSL,PROPN
rat,NOUN
.,PUNCT
Antitumor,PROPN
activity,NOUN
",",PUNCT
cardiotoxicity,NOUN
",",PUNCT
and,CCONJ
nephrotoxicity,NOUN
induced,VERB
by,ADP
doxorubicin,NOUN
were,VERB
studied,VERB
in,ADP
LOU,PROPN
/,SYM
M,PROPN
/,SYM
WSL,PROPN
inbred,ADJ
rats,NOUN
each,DET
bearing,VERB
a,DET
transplantable,ADJ
solid,ADJ
IgM,PROPN
immunocytoma,NOUN
.,PUNCT
Animals,NOUN
with,ADP
a,DET
tumor,NOUN
(,PUNCT
diameter,NOUN
",",PUNCT
15.8,NUM
+,X
/-,PUNCT
3.3,NUM
mm,NOUN
),PUNCT
were,VERB
treated,VERB
with,ADP
iv,ADJ
injections,NOUN
of,ADP
doxorubicin,NOUN
on,ADP
5,NUM
consecutive,ADJ
days,NOUN
",",PUNCT
followed,VERB
by,ADP
1,NUM
weekly,ADJ
injection,NOUN
for,ADP
7,NUM
weeks,NOUN
(,PUNCT
dose,NOUN
range,NOUN
",",PUNCT
0.015,NUM
-,SYM
4.0,NUM
Tumor,PROPN
regression,NOUN
was,VERB
observed,VERB
with,ADP
0.5,NUM
mg,NUM
doxorubicin,NOUN
/,SYM
kg,NOUN
.,PUNCT
Complete,ADJ
disappearance,NOUN
of,ADP
the,DET
tumor,NOUN
was,VERB
induced,VERB
with,ADP
1.0,NUM
mg,NUM
doxorubicin,NOUN
/,SYM
kg,NOUN
.,PUNCT
Histologic,ADJ
evidence,NOUN
of,ADP
cardiotoxicity,NOUN
scored,VERB
as,ADP
grade,NOUN
III,PROPN
was,VERB
only,ADV
observed,VERB
at,ADP
a,DET
dose,NOUN
of,ADP
1.0,NUM
mg,NUM
doxorubicin,NOUN
/,SYM
kg,NOUN
.,PUNCT
Light,NOUN
microscopic,ADJ
evidence,NOUN
of,ADP
renal,ADJ
damage,NOUN
was,VERB
seen,VERB
above,ADP
a,DET
dose,NOUN
of,ADP
0.5,NUM
mg,NUM
doxorubicin,NOUN
/,SYM
kg,NOUN
",",PUNCT
which,ADJ
resulted,VERB
in,ADP
albuminuria,NOUN
and,CCONJ
very,ADV
low,ADJ
serum,NOUN
albumin,NOUN
levels,NOUN
.,PUNCT
In,ADP
the,DET
group,NOUN
that,ADJ
received,VERB
1.0,NUM
mg,NUM
doxorubicin,NOUN
/,SYM
kg,NOUN
",",PUNCT
the,DET
serum,NOUN
albumin,NOUN
level,NOUN
decreased,VERB
from,ADP
33.6,NUM
+,SYM
/-,PUNCT
Ascites,NOUN
and,CCONJ
hydrothorax,NOUN
were,VERB
observed,VERB
simultaneously,ADV
.,PUNCT
The,DET
same,ADJ
experiments,NOUN
were,VERB
performed,VERB
with,ADP
non,ADJ
-,PUNCT
tumor,NOUN
-,PUNCT
bearing,VERB
rats,NOUN
",",PUNCT
in,ADP
which,ADJ
no,DET
major,ADJ
differences,NOUN
were,VERB
observed,VERB
.,PUNCT
In,ADP
conclusion,NOUN
",",PUNCT
antitumor,NOUN
activity,NOUN
",",PUNCT
cardiotoxicity,NOUN
",",PUNCT
and,CCONJ
nephrotoxicity,NOUN
were,VERB
studied,VERB
simultaneously,ADV
in,ADP
the,DET
same,ADJ
LOU,PROPN
/,SYM
M,PROPN
/,SYM
WSL,PROPN
rat,NOUN
.,PUNCT
Albuminuria,PROPN
due,ADJ
to,ADP
renal,ADJ
damage,NOUN
led,VERB
to,ADP
extremely,ADV
low,ADJ
serum,NOUN
albumin,NOUN
levels,NOUN
",",PUNCT
so,ADV
ascites,NOUN
and,CCONJ
hydrothorax,NOUN
were,VERB
not,ADV
necessarily,ADV
a,DET
consequence,NOUN
of,ADP
the,DET
observed,VERB
cardiomyopathy,NOUN
.,PUNCT
Intraoperative,ADJ
bradycardia,NOUN
and,CCONJ
hypotension,NOUN
associated,VERB
with,ADP
timolol,NOUN
and,CCONJ
pilocarpine,NOUN
eye,NOUN
drops,VERB
.,PUNCT
A,DET
69-yr,NUM
-,PUNCT
old,ADJ
man,NOUN
",",PUNCT
who,NOUN
was,VERB
concurrently,ADV
being,VERB
treated,VERB
with,ADP
pilocarpine,NOUN
nitrate,NOUN
and,CCONJ
timolol,NOUN
maleate,NOUN
eye,NOUN
drops,VERB
",",PUNCT
developed,VERB
a,DET
bradycardia,NOUN
and,CCONJ
became,VERB
hypotensive,ADJ
during,ADP
halothane,NOUN
anaesthesia,NOUN
.,PUNCT
Both,DET
timolol,NOUN
and,CCONJ
pilocarpine,NOUN
were,VERB
subsequently,ADV
identified,VERB
in,ADP
a,DET
24-h,NUM
collection,NOUN
of,ADP
urine,NOUN
.,PUNCT
Timolol,PROPN
(,PUNCT
but,CCONJ
not,ADV
pilocarpine,NOUN
),PUNCT
was,VERB
detected,VERB
in,ADP
a,DET
sample,NOUN
of,ADP
plasma,NOUN
removed,VERB
during,ADP
surgery,NOUN
;,PUNCT
the,DET
plasma,NOUN
concentration,NOUN
of,ADP
timolol,NOUN
(,PUNCT
2.6,NUM
ng,INTJ
ml-1,NOUN
),PUNCT
was,VERB
consistent,ADJ
with,ADP
partial,ADJ
beta,NOUN
-,PUNCT
adrenoceptor,NOUN
blockade,NOUN
.,PUNCT
It,PRON
is,VERB
postulated,VERB
that,ADP
this,DET
action,NOUN
may,VERB
have,VERB
been,VERB
enhanced,VERB
during,ADP
halothane,NOUN
anaesthesia,NOUN
with,ADP
resultant,ADJ
bradycardia,NOUN
and,CCONJ
hypotension,NOUN
.,PUNCT
Pilocarpine,PROPN
may,VERB
have,VERB
had,VERB
a,DET
contributory,ADJ
effect,NOUN
.,PUNCT
Succinylcholine,PROPN
apnoea,NOUN
:,PUNCT
attempted,VERB
reversal,NOUN
with,ADP
anticholinesterases,NOUN
.,PUNCT
Anticholinesterases,NOUN
were,VERB
administered,VERB
in,ADP
an,DET
attempt,NOUN
to,PART
antagonize,VERB
prolonged,ADJ
neuromuscular,ADJ
blockade,NOUN
following,VERB
the,DET
administration,NOUN
of,ADP
succinylcholine,NOUN
in,ADP
a,DET
patient,NOUN
later,ADV
found,VERB
to,PART
be,VERB
homozygous,ADJ
for,ADP
atypical,ADJ
plasma,NOUN
cholinesterase,NOUN
.,PUNCT
Edrophonium,PROPN
10,NUM
mg,NUM
",",PUNCT
given,VERB
74,NUM
min,NOUN
after,ADP
succinylcholine,NOUN
",",PUNCT
when,ADV
train,NOUN
-,PUNCT
of,ADP
-,PUNCT
four,NUM
stimulation,NOUN
was,VERB
characteristic,ADJ
of,ADP
phase,NOUN
II,PROPN
block,NOUN
",",PUNCT
produced,VERB
partial,ADJ
antagonism,NOUN
which,ADJ
was,VERB
not,ADV
sustained,VERB
.,PUNCT
Repeated,VERB
doses,NOUN
of,ADP
edrophonium,NOUN
to,ADP
70,NUM
mg,NUM
and,CCONJ
neostigmine,NOUN
to,ADP
2.5,NUM
mg,NOUN
did,VERB
not,ADV
antagonize,VERB
or,CCONJ
augment,VERB
the,DET
block,NOUN
.,PUNCT
Spontaneous,ADJ
respiration,NOUN
recommenced,VERB
200,NUM
min,NOUN
after,ADP
succinylcholine,ADJ
administration,NOUN
.,PUNCT
It,PRON
is,VERB
concluded,VERB
that,ADP
anticholinesterases,NOUN
are,VERB
only,ADV
partially,ADV
effective,ADJ
in,ADP
restoring,VERB
neuromuscular,ADJ
function,NOUN
in,ADP
succinylcholine,NOUN
apnoea,NOUN
despite,ADP
muscle,NOUN
twitch,NOUN
activity,NOUN
typical,ADJ
of,ADP
phase,NOUN
II,PROPN
block,NOUN
.,PUNCT
Effect,NOUN
of,ADP
doxorubicin,NOUN
on,ADP
[,PUNCT
omega,NOUN
-,PUNCT
I-131]heptadecanoic,NOUN
acid,NOUN
myocardial,ADJ
scintigraphy,NOUN
and,CCONJ
echocardiography,NOUN
in,ADP
dogs,NOUN
.,PUNCT
The,DET
effects,NOUN
of,ADP
serial,ADJ
treatment,NOUN
with,ADP
doxorubicin,NOUN
on,ADP
dynamic,ADJ
myocardial,ADJ
scintigraphy,NOUN
with,ADP
[,PUNCT
omega,NOUN
-,PUNCT
I-131]heptadecanoic,PROPN
acid,NOUN
(,PUNCT
I-131,PROPN
HA,PROPN
),PUNCT
",",PUNCT
and,CCONJ
on,ADP
global,ADJ
left,NOUN
-,PUNCT
ventricular,ADJ
function,NOUN
determined,VERB
echocardiographically,ADV
",",PUNCT
were,VERB
studied,VERB
in,ADP
a,DET
group,NOUN
of,ADP
nine,NUM
mongrel,NOUN
dogs,NOUN
.,PUNCT
Total,ADJ
extractable,ADJ
myocardial,NOUN
lipid,NOUN
was,VERB
compared,VERB
postmortem,NOUN
between,ADP
a,DET
group,NOUN
of,ADP
control,NOUN
dogs,NOUN
and,CCONJ
doxorubicin,NOUN
-,PUNCT
treated,VERB
dogs,NOUN
.,PUNCT
A,DET
significant,ADJ
and,CCONJ
then,ADV
progressive,ADJ
fall,NOUN
in,ADP
global,ADJ
LV,PROPN
function,NOUN
was,VERB
observed,VERB
at,ADP
a,DET
cumulative,ADJ
doxorubicin,NOUN
dose,NOUN
of,ADP
4,NUM
mg,PROPN
/,SYM
kg,PROPN
.,PUNCT
A,DET
significant,ADJ
increase,NOUN
in,ADP
the,DET
myocardial,ADJ
t1/2,NOUN
of,ADP
the,DET
I-131,PROPN
HA,PROPN
was,VERB
observed,VERB
only,ADV
at,ADP
a,DET
higher,ADJ
cumulative,ADJ
dose,NOUN
",",PUNCT
10,NUM
mg,NUM
/,SYM
kg,NOUN
.,PUNCT
No,DET
significant,ADJ
alteration,NOUN
in,ADP
total,ADJ
extractable,ADJ
myocardial,NOUN
lipids,NOUN
was,VERB
observed,VERB
between,ADP
control,NOUN
dogs,NOUN
and,CCONJ
those,DET
treated,VERB
with,ADP
doxorubicin,NOUN
.,PUNCT
Our,ADJ
findings,NOUN
suggest,VERB
that,ADP
the,DET
changes,NOUN
leading,VERB
to,ADP
an,DET
alteration,NOUN
of,ADP
myocardial,ADJ
dynamic,ADJ
imaging,NOUN
with,ADP
I-131,PROPN
HA,PROPN
are,VERB
not,ADV
the,DET
initiating,VERB
factor,NOUN
in,ADP
doxorubicin,NOUN
cardiotoxicity,NOUN
.,PUNCT
Hemodynamics,PROPN
and,CCONJ
myocardial,ADJ
metabolism,NOUN
under,ADP
deliberate,ADJ
hypotension,NOUN
.,PUNCT
Coronary,ADJ
blood,NOUN
flow,NOUN
",",PUNCT
cardiac,ADJ
work,NOUN
and,CCONJ
metabolism,NOUN
were,VERB
studied,VERB
in,ADP
dogs,NOUN
under,ADP
sodium,NOUN
nitroprusside,NOUN
(,PUNCT
SNP,PROPN
),PUNCT
and,CCONJ
trimetaphan,NOUN
(,PUNCT
TMP,PROPN
),PUNCT
deliberate,ADJ
hypotension,NOUN
(,PUNCT
20%,NUM
and,CCONJ
Regarding,VERB
the,DET
effects,NOUN
of,ADP
drug,NOUN
-,PUNCT
induced,VERB
hypotension,NOUN
on,ADP
coronary,ADJ
blood,NOUN
flow,NOUN
",",PUNCT
aortic,ADJ
and,CCONJ
coronary,ADJ
sinus,ADJ
metabolic,NOUN
data,NOUN
(,PUNCT
pH,NOUN
",",PUNCT
pO2,NOUN
",",PUNCT
pCO2,PUNCT
),PUNCT
we,PRON
could,VERB
confirm,VERB
that,DET
nitroprusside,NOUN
hypotension,NOUN
could,VERB
be,VERB
safely,ADV
used,VERB
to,PART
30%,NUM
mean,VERB
blood,NOUN
pressure,NOUN
decrease,NOUN
from,ADP
control,NOUN
",",PUNCT
trimetaphan,ADP
hypotension,NOUN
to,ADP
20%,NUM
mean,ADJ
blood,NOUN
pressure,NOUN
decrease,NOUN
.,PUNCT
Cardiac,PROPN
work,NOUN
was,VERB
significantly,ADV
reduced,VERB
during,ADP
SNP,PROPN
hypotension,NOUN
.,PUNCT
Myocardial,ADJ
O2,PROPN
consumption,NOUN
and,CCONJ
O2,PROPN
availability,NOUN
were,VERB
directly,ADV
dependent,ADJ
on,ADP
the,DET
coronary,ADJ
perfusion,NOUN
.,PUNCT
Evidence,NOUN
for,ADP
a,DET
selective,ADJ
brain,NOUN
noradrenergic,ADJ
involvement,NOUN
in,ADP
the,DET
locomotor,NOUN
stimulant,NOUN
effects,NOUN
of,ADP
amphetamine,NOUN
in,ADP
the,DET
rat,NOUN
.,PUNCT
Male,PROPN
rats,NOUN
received,VERB
the,DET
noradrenaline,NOUN
neurotoxin,NOUN
DSP4,PROPN
(,PUNCT
50,NUM
mg,NUM
/,SYM
kg,NOUN
),PUNCT
7,NUM
days,NOUN
prior,ADV
to,ADP
injection,NOUN
of,ADP
D,PROPN
-,PUNCT
amphetamine,NOUN
(,PUNCT
10,NUM
or,CCONJ
40,NUM
mumol,NOUN
/,SYM
kg,ADV
i.p,NOUN
.,PUNCT
),PUNCT
.,PUNCT
The,DET
hyperactivity,NOUN
induced,VERB
by,ADP
D,PROPN
-,PUNCT
amphetamine,NOUN
(,PUNCT
10,NUM
mumol,NOUN
/,SYM
kg,NOUN
),PUNCT
was,VERB
significantly,ADV
reduced,VERB
by,ADP
DSP4,PROPN
pretreatment,NOUN
.,PUNCT
However,ADV
",",PUNCT
the,DET
increased,VERB
rearings,NOUN
and,CCONJ
the,DET
amphetamine,NOUN
-,PUNCT
induced,VERB
stereotypies,NOUN
were,VERB
not,ADV
blocked,VERB
by,ADP
pretreatment,NOUN
with,ADP
DSP4,PROPN
.,PUNCT
The,DET
reduction,NOUN
of,ADP
amphetamine,NOUN
hyperactivity,NOUN
induced,VERB
by,ADP
DSP4,PROPN
was,VERB
blocked,VERB
by,ADP
pretreatment,NOUN
with,ADP
the,DET
noradrenaline,NOUN
-,PUNCT
uptake,NOUN
blocking,VERB
agent,NOUN
",",PUNCT
desipramine,NOUN
",",PUNCT
which,ADJ
prevents,VERB
the,DET
neurotoxic,ADJ
action,NOUN
of,ADP
DSP4,PROPN
.,PUNCT
The,DET
present,ADJ
results,NOUN
suggest,VERB
a,DET
selective,ADJ
involvement,NOUN
of,ADP
central,ADJ
noradrenergic,ADJ
neurones,NOUN
in,ADP
the,DET
locomotor,NOUN
stimulant,NOUN
effect,NOUN
of,ADP
amphetamine,NOUN
in,ADP
the,DET
rat,NOUN
.,PUNCT
Accelerated,ADJ
junctional,ADJ
rhythms,NOUN
during,ADP
oral,ADJ
verapamil,NOUN
therapy,NOUN
.,PUNCT
This,DET
study,NOUN
examined,VERB
the,DET
frequency,NOUN
of,ADP
atrioventricular,NOUN
(,PUNCT
AV,PROPN
),PUNCT
dissociation,NOUN
and,CCONJ
accelerated,VERB
junctional,ADJ
rhythms,NOUN
in,ADP
59,NUM
patients,NOUN
receiving,VERB
oral,ADJ
verapamil,NOUN
.,PUNCT
Accelerated,ADJ
junctional,ADJ
rhythms,NOUN
and,CCONJ
AV,NOUN
dissociation,NOUN
were,VERB
frequent,ADJ
in,ADP
patients,NOUN
with,ADP
supraventricular,ADJ
tachyarrhythmias,NOUN
",",PUNCT
particularly,ADV
AV,PROPN
nodal,ADJ
reentry,NOUN
.,PUNCT
Verapamil,PROPN
administration,NOUN
to,ADP
these,DET
patients,NOUN
led,VERB
to,ADP
an,DET
asymptomatic,ADJ
increase,NOUN
in,ADP
activity,NOUN
of,ADP
these,DET
junctional,ADJ
pacemakers,NOUN
.,PUNCT
In,ADP
patients,NOUN
with,ADP
various,ADJ
chest,NOUN
pain,NOUN
syndromes,NOUN
",",PUNCT
verapamil,ADV
neither,DET
increased,VERB
the,DET
frequency,NOUN
of,ADP
junctional,ADJ
rhythms,NOUN
nor,CCONJ
suppressed,VERB
their,ADJ
role,NOUN
as,ADP
escape,VERB
rhythms,NOUN
under,ADP
physiologically,ADV
appropriate,ADJ
circumstances,NOUN
.,PUNCT
Treatment,NOUN
of,ADP
ovarian,NOUN
cancer,NOUN
with,ADP
a,DET
combination,NOUN
of,ADP
cis,NOUN
-,PUNCT
platinum,NOUN
",",PUNCT
adriamycin,ADV
",",PUNCT
cyclophosphamide,NOUN
and,CCONJ
hexamethylmelamine,NOUN
.,PUNCT
During,ADP
the,DET
last,ADJ
2,NUM
1/2,NUM
years,NOUN
",",PUNCT
38,NUM
patients,NOUN
with,ADP
ovarian,NOUN
cancer,NOUN
were,VERB
treated,VERB
with,ADP
a,DET
combination,NOUN
of,ADP
cisplatinum,NOUN
(,PUNCT
CPDD,PROPN
),PUNCT
",",PUNCT
50,NUM
mg,CCONJ
/,SYM
m2,NOUN
",",PUNCT
adriamycin,ADV
",",PUNCT
30,NUM
mg,CCONJ
/,SYM
m2,NOUN
",",PUNCT
cyclophosphamide,NOUN
",",PUNCT
300,NUM
mg,CCONJ
/,SYM
m2,NOUN
",",PUNCT
on,ADP
day,NOUN
1,NUM
;,PUNCT
and,CCONJ
hexamethylmelamine,NOUN
(,PUNCT
HMM,PROPN
),PUNCT
",",PUNCT
6,NUM
mg,NUM
/,SYM
kg,ADV
daily,ADV
",",PUNCT
for,ADP
14,NUM
days,NOUN
.,PUNCT
14,NUM
of,ADP
the,DET
38,NUM
patients,NOUN
were,VERB
previously,ADV
treated,VERB
with,ADP
chemotherapy,NOUN
",",PUNCT
1,NUM
with,ADP
radiation,NOUN
",",PUNCT
6,NUM
with,ADP
both,CCONJ
chemotherapy,NOUN
and,CCONJ
radiation,NOUN
",",PUNCT
and,CCONJ
17,NUM
did,VERB
not,ADV
have,VERB
any,DET
treatment,NOUN
before,ADP
CPDD,PROPN
combination,NOUN
.,PUNCT
Hematologic,ADJ
toxicity,NOUN
was,VERB
moderate,ADJ
and,CCONJ
with,ADP
reversible,ADJ
anemia,NOUN
developing,VERB
in,ADP
71%,NUM
of,ADP
patients,NOUN
.,PUNCT
Gastrointestinal,ADJ
side,NOUN
effects,NOUN
from,ADP
CPDD,PROPN
were,VERB
universal,ADJ
.,PUNCT
HMM,PROPN
gastrointestinal,ADJ
toxicity,NOUN
necessitated,VERB
discontinuation,NOUN
of,ADP
the,DET
drug,NOUN
in,ADP
5,NUM
patients,NOUN
.,PUNCT
Severe,ADJ
nephrotoxicity,NOUN
was,VERB
observed,VERB
in,ADP
2,NUM
patients,NOUN
but,CCONJ
was,VERB
reversible,ADJ
.,PUNCT
Nontraumatic,ADJ
dissecting,VERB
aneurysm,NOUN
of,ADP
the,DET
basilar,ADJ
artery,NOUN
.,PUNCT
A,DET
case,NOUN
of,ADP
nontraumatic,ADJ
dissecting,VERB
aneurysm,NOUN
of,ADP
the,DET
basilar,ADJ
artery,NOUN
in,ADP
association,NOUN
with,ADP
hypertension,NOUN
",",PUNCT
smoke,NOUN
",",PUNCT
and,CCONJ
oral,ADJ
contraceptives,NOUN
is,VERB
reported,VERB
in,ADP
a,DET
young,ADJ
female,ADJ
patient,NOUN
with,ADP
a,DET
locked,VERB
-,PUNCT
in,PART
syndrome,NOUN
.,PUNCT
Propylthiouracil,PROPN
-,PUNCT
induced,VERB
hepatic,ADJ
damage,NOUN
.,PUNCT
Two,NUM
cases,NOUN
of,ADP
propylthiouracil,NOUN
-,PUNCT
induced,VERB
liver,NOUN
damage,NOUN
have,VERB
been,VERB
observed,VERB
.,PUNCT
The,DET
first,ADJ
case,NOUN
is,VERB
of,ADP
an,DET
acute,ADJ
type,NOUN
of,ADP
damage,NOUN
",",PUNCT
proven,VERB
by,ADP
rechallenge,NOUN
;,PUNCT
the,DET
second,ADJ
presents,VERB
a,DET
clinical,ADJ
and,CCONJ
histologic,ADJ
picture,NOUN
resembling,VERB
chronic,ADJ
active,ADJ
hepatitis,NOUN
",",PUNCT
with,ADP
spontaneous,ADJ
remission,NOUN
.,PUNCT
Studies,NOUN
on,ADP
the,DET
bradycardia,NOUN
induced,VERB
by,ADP
bepridil,NOUN
.,PUNCT
Bepridil,PROPN
",",PUNCT
a,DET
novel,NOUN
active,ADJ
compound,NOUN
for,ADP
prophylactic,ADJ
treatment,NOUN
of,ADP
anginal,ADJ
attacks,NOUN
",",PUNCT
induced,VERB
persistent,ADJ
bradycardia,NOUN
and,CCONJ
a,DET
non,ADJ
-,PUNCT
specific,ADJ
anti,ADJ
-,PUNCT
tachycardial,ADJ
effect,NOUN
",",PUNCT
the,DET
mechanisms,NOUN
of,ADP
which,ADJ
were,VERB
investigated,VERB
in,ADP
vitro,NOUN
and,CCONJ
in,ADP
vivo,NOUN
.,PUNCT
In,ADP
vitro,ADJ
perfusion,NOUN
of,ADP
bepridil,NOUN
in,ADP
the,DET
life,NOUN
-,PUNCT
support,NOUN
medium,NOUN
for,ADP
isolated,ADJ
