word,label
-,O
hypertensive,I-Entity
therapies,O
.,O
This,O
study,O
investigated,O
the,O
efficacy,O
and,O
tolerability,O
of,O
valsartan,I-Entity
(,O
VAL,I-Entity
),O
or,O
hydrochlorothiazide,I-Entity
(,O
HCTZ)-monotherapy,I-Entity
and,O
higher,O
-,O
dose,O
combinations,O
in,O
patients,O
with,O
essential,B-Entity
hypertension,I-Entity
.,O
Patients,O
with,O
essential,B-Entity
hypertension,I-Entity
(,O
mean,O
sitting,O
diastolic,O
BP,O
[,O
MSDBP,O
],O
",",O
>,O
or,O
=,O
95,O
mm,O
Hg,O
and,O
<,O
110,O
mm,O
Hg,O
),O
were,O
randomized,O
to,O
1,O
of,O
8,O
treatment,O
groups,O
:,O
VAL,I-Entity
160,O
or,O
320,O
mg,O
;,O
HCTZ,I-Entity
12.5,O
or,O
25,O
mg,O
;,O
VAL,I-Entity
/,O
HCTZ,I-Entity
160/12.5,O
",",O
320/12.5,O
",",O
or,O
320/25,O
mg,O
;,O
or,O
placebo,O
.,O
VAL,I-Entity
/,O
HCTZ,I-Entity
320/12.5,O
and,O
320/25,O
mg,O
were,O
further,O
investigated,O
in,O
a,O
54-week,O
",",O
open,O
-,O
label,O
extension,O
.,O
All,O
active,O
treatments,O
were,O
associated,O
with,O
significantly,O
reduced,O
MSSBP,O
and,O
MSDBP,O
during,O
the,O
core,O
8-week,O
study,O
",",O
with,O
each,O
monotherapy,O
significantly,O
contributing,O
to,O
the,O
overall,O
effect,O
of,O
combination,O
therapy,O
(,O
VAL,I-Entity
and,O
HCTZ,I-Entity
",",O
P,O
The,O
mean,O
reduction,O
in,O
MSSBP,O
/,O
MSDBP,O
with,O
VAL,I-Entity
/,O
HCTZ,I-Entity
320/25,O
mg,O
was,O
24.7/16.6,O
mm,O
Hg,O
",",O
compared,O
with,O
5.9/7.0,O
mm,O
Hg,O
with,O
placebo,O
.,O
The,O
reduction,O
in,O
MSSBP,O
was,O
significantly,O
greater,O
with,O
VAL,I-Entity
/,O
HCTZ,I-Entity
320/25,O
mg,O
compared,O
with,O
VAL,I-Entity
/,O
HCTZ,I-Entity
160/12.5,O
mg,O
(,O
P,O
<,O
0.002,O
),O
.,O
The,O
incidence,O
of,O
hypokalemia,I-Entity
was,O
lower,O
with,O
VAL,I-Entity
/,O
HCTZ,I-Entity
combinations,O
(,O
1.8%-6.1%,O
),O
than,O
with,O
HCTZ,I-Entity
monotherapies,O
(,O
7.1%-13.3%,O
),O
.,O
The,O
efficacy,O
and,O
tolerability,O
of,O
VAL,I-Entity
/,O
HCTZ,I-Entity
combinations,O
were,O
maintained,O
during,O
the,O
extension,O
(,O
797,O
patients,O
),O
.,O
In,O
this,O
study,O
population,O
",",O
combination,O
therapies,O
with,O
VAL,I-Entity
/,O
HCTZ,I-Entity
were,O
associated,O
with,O
significantly,O
greater,O
BP,O
reductions,O
compared,O
with,O
either,O
monotherapy,O
",",O
were,O
well,O
tolerated,O
",",O
and,O
were,O
associated,O
with,O
less,O
hypokalemia,I-Entity
than,O
HCTZ,I-Entity
alone,O
.,O
Succimer,I-Entity
chelation,O
improves,O
learning,O
",",O
attention,O
",",O
and,O
arousal,O
regulation,O
in,O
lead,I-Entity
-,O
exposed,O
rats,O
but,O
produces,O
lasting,O
cognitive,B-Entity
impairment,I-Entity
in,O
the,O
absence,O
of,O
lead,I-Entity
exposure,O
.,O
BACKGROUND,O
:,O
There,O
is,O
growing,O
pressure,O
for,O
clinicians,O
to,O
prescribe,O
chelation,O
therapy,O
at,O
only,O
slightly,O
elevated,O
blood,O
lead,I-Entity
levels,O
.,O
However,O
",",O
very,O
few,O
studies,O
have,O
evaluated,O
whether,O
chelation,O
improves,O
cognitive,O
outcomes,O
in,O
Pb,I-Entity
-,O
exposed,O
children,O
",",O
or,O
whether,O
these,O
agents,O
have,O
adverse,O
effects,O
that,O
may,O
affect,O
brain,O
development,O
in,O
the,O
absence,O
of,O
Pb,I-Entity
exposure,O
.,O
The,O
present,O
study,O
was,O
designed,O
to,O
answer,O
these,O
questions,O
",",O
using,O
a,O
rodent,O
model,O
of,O
early,O
childhood,O
Pb,I-Entity
exposure,O
and,O
treatment,O
with,O
succimer,I-Entity
",",O
a,O
widely,O
used,O
chelating,O
agent,O
for,O
the,O
treatment,O
of,O
Pb,B-Entity
poisoning,I-Entity
.,O
Pb,I-Entity
exposure,O
produced,O
lasting,O
impairments,B-Entity
in,I-Entity
learning,I-Entity
",",I-Entity
attention,I-Entity
",",I-Entity
inhibitory,I-Entity
control,I-Entity
",",I-Entity
and,I-Entity
arousal,I-Entity
regulation,I-Entity
",",O
paralleling,O
the,O
areas,O
of,O
dysfunction,O
seen,O
in,O
Pb,I-Entity
-,O
exposed,O
children,O
.,O
Succimer,I-Entity
treatment,O
of,O
the,O
Pb,I-Entity
-,O
exposed,O
rats,O
significantly,O
improved,O
learning,O
",",O
attention,O
",",O
and,O
arousal,O
regulation,O
",",O
although,O
the,O
efficacy,O
of,O
the,O
treatment,O
varied,O
as,O
a,O
function,O
of,O
the,O
Pb,I-Entity
exposure,O
level,O
and,O
the,O
specific,O
functional,O
deficit,O
.,O
In,O
contrast,O
",",O
succimer,I-Entity
treatment,O
of,O
rats,O
not,O
previously,O
exposed,O
to,O
Pb,I-Entity
produced,O
lasting,O
and,O
pervasive,O
cognitive,B-Entity
and,I-Entity
affective,I-Entity
dysfunction,I-Entity
comparable,O
in,O
magnitude,O
to,O
that,O
produced,O
by,O
the,O
higher,O
Pb,I-Entity
exposure,O
regimen,O
.,O
These,O
are,O
the,O
first,O
data,O
",",O
to,O
our,O
knowledge,O
",",O
to,O
show,O
that,O
treatment,O
with,O
any,O
chelating,O
agent,O
can,O
alleviate,O
cognitive,B-Entity
deficits,I-Entity
due,O
to,O
Pb,I-Entity
exposure,O
.,O
These,O
findings,O
suggest,O
that,O
it,O
may,O
be,O
possible,O
to,O
identify,O
a,O
succimer,I-Entity
treatment,O
protocol,O
that,O
improves,O
cognitive,O
outcomes,O
in,O
Pb,I-Entity
-,O
exposed,O
children,O
.,O
However,O
",",O
they,O
also,O
suggest,O
that,O
succimer,I-Entity
treatment,O
should,O
be,O
strongly,O
discouraged,O
for,O
children,O
who,O
do,O
not,O
have,O
elevated,O
tissue,O
levels,O
of,O
Pb,I-Entity
or,O
other,O
heavy,O
metals,O
.,O
Caffeine,I-Entity
challenge,O
test,O
in,O
panic,B-Entity
disorder,I-Entity
and,O
depression,I-Entity
with,O
panic,B-Entity
attacks,I-Entity
.,O
Our,O
aim,O
was,O
to,O
observe,O
if,O
patients,O
with,O
panic,B-Entity
disorder,I-Entity
(,O
PD,I-Entity
),O
and,O
patients,O
with,O
major,B-Entity
depression,I-Entity
with,O
panic,B-Entity
attacks,I-Entity
(,O
MDP,I-Entity
),O
(,O
Diagnostic,O
and,O
Statistical,O
Manual,O
of,O
Mental,B-Entity
Disorders,I-Entity
",",O
Fourth,O
Edition,O
criteria,O
),O
respond,O
in,O
a,O
similar,O
way,O
to,O
the,O
induction,O
of,O
panic,B-Entity
attacks,I-Entity
by,O
an,O
oral,O
caffeine,I-Entity
challenge,O
test,O
.,O
We,O
randomly,O
selected,O
29,O
patients,O
with,O
PD,I-Entity
",",O
27,O
with,O
MDP,I-Entity
",",O
25,O
with,O
major,B-Entity
depression,I-Entity
without,O
panic,B-Entity
attacks,I-Entity
(,O
MD,I-Entity
),O
",",O
and,O
28,O
healthy,O
volunteers,O
.,O
In,O
a,O
randomized,O
double,O
-,O
blind,O
experiment,O
performed,O
in,O
2,O
occasions,O
7,O
days,O
apart,O
",",O
480,O
mg,O
caffeine,I-Entity
and,O
a,O
caffeine,I-Entity
-,O
free,O
(,O
placebo,O
),O
solution,O
were,O
administered,O
in,O
a,O
coffee,O
form,O
and,O
anxiety,I-Entity
scales,O
were,O
applied,O
before,O
and,O
after,O
each,O
test,O
.,O
A,O
total,O
of,O
58.6%,O
(,O
n,O
=,O
17,O
),O
of,O
patients,O
with,O
PD,I-Entity
",",O
44.4%,O
(,O
n,O
=,O
12,O
),O
of,O
patients,O
with,O
MDP,I-Entity
",",O
12.0%,O
(,O
n,O
=,O
3,O
),O
of,O
patients,O
with,O
MD,I-Entity
",",O
and,O
7.1%,O
(,O
n=,O
2,O
),O
of,O
control,O
subjects,O
had,O
a,O
panic,B-Entity
attack,I-Entity
after,O
the,O
480-mg,O
caffeine,I-Entity
challenge,O
test,O
(,O
chi(2)(3,O
),O
=,O
16.22,O
",",O
P,O
=,O
.001,O
),O
.,O
The,O
patients,O
with,O
PD,I-Entity
and,O
MDP,I-Entity
were,O
more,O
sensitive,O
to,O
caffeine,I-Entity
than,O
were,O
patients,O
with,O
MD,I-Entity
and,O
healthy,O
volunteers,O
.,O
No,O
panic,B-Entity
attack,I-Entity
was,O
observed,O
after,O
the,O
caffeine,I-Entity
-,O
free,O
solution,O
intake,O
.,O
The,O
patients,O
with,O
MD,I-Entity
had,O
a,O
lower,O
heart,O
rate,O
response,O
to,O
the,O
test,O
than,O
all,O
the,O
other,O
groups,O
(,O
2-way,O
analysis,O
of,O
variance,O
",",O
group,O
by,O
time,O
interaction,O
with,O
Greenhouse,O
-,O
Geisser,O
correction,O
:,O
"F(3,762",O
),O
=,O
2.85,O
",",O
P,O
=,O
.026,O
),O
.,O
Our,O
data,O
suggest,O
that,O
there,O
is,O
an,O
association,O
between,O
panic,B-Entity
attacks,I-Entity
",",O
no,O
matter,O
if,O
associated,O
with,O
PD,I-Entity
or,O
MDP,I-Entity
",",O
and,O
hyperreactivity,O
to,O
an,O
oral,O
caffeine,I-Entity
challenge,O
test,O
.,O
Mitral,O
annuloplasty,O
as,O
a,O
ventricular,O
restoration,O
method,O
for,O
the,O
failing,B-Entity
left,I-Entity
ventricle,I-Entity
:,O
a,O
pilot,O
study,O
.,O
Undersized,O
mitral,O
annuloplasty,O
(,O
MAP,O
),O
is,O
effective,O
in,O
patients,O
with,O
dilated,B-Entity
cardiomyopathy,I-Entity
and,O
functional,O
mitral,B-Entity
regurgitation,I-Entity
(,O
MR,I-Entity
),O
since,O
",",O
as,O
well,O
as,O
addressing,O
the,O
MR,I-Entity
",",O
the,O
MAP,O
may,O
also,O
reshape,O
the,O
dilated,O
left,O
ventricular,O
(,O
LV,O
),O
base,O
.,O
However,O
",",O
the,O
direct,O
benefits,O
of,O
this,O
possible,O
reshaping,O
on,O
LV,O
function,O
in,O
the,O
absence,O
of,O
underlying,O
MR,I-Entity
remain,O
incompletely,O
understood,O
.,O
The,O
study,O
aim,O
was,O
to,O
identify,O
these,O
benefits,O
in,O
a,O
canine,O
model,O
of,O
acute,O
heart,B-Entity
failure,I-Entity
.,O
Acute,O
heart,B-Entity
failure,I-Entity
was,O
induced,O
by,O
propranolol,I-Entity
and,O
volume,O
loading,O
after,O
weaning,O
from,O
cardiopulmonary,O
bypass,O
;,O
an,O
absence,O
of,O
MR,I-Entity
was,O
confirmed,O
by,O
echocardiography,O
.,O
Data,O
were,O
acquired,O
at,O
baseline,O
",",O
after,O
induction,O
of,O
acute,O
heart,B-Entity
failure,I-Entity
",",O
and,O
after,O
MAP,O
.,O
:,O
The,O
data,O
acquired,O
suggest,O
that,O
isolated,O
MAP,O
may,O
have,O
certain,O
benefits,O
on,O
LV,O
dimension,O
/,O
function,O
in,O
acute,O
heart,B-Entity
failure,I-Entity
",",O
even,O
in,O
the,O
absence,O
of,O
MR,I-Entity
.,O
However,O
",",O
further,O
investigations,O
are,O
warranted,O
in,O
a,O
model,O
of,O
chronic,O
heart,B-Entity
failure,I-Entity
.,O
Piperacillin,B-Entity
/,I-Entity
tazobactam,I-Entity
-,O
induced,O
seizure,I-Entity
rapidly,O
reversed,O
by,O
high,O
flux,O
hemodialysis,O
in,O
a,O
patient,O
on,O
peritoneal,O
dialysis,O
.,O
Despite,O
popular,O
use,O
of,O
piperacillin,I-Entity
",",O
the,O
dire,O
neurotoxicity,I-Entity
associated,O
with,O
piperacillin,I-Entity
still,O
goes,O
unrecognized,O
",",O
leading,O
to,O
a,O
delay,O
in,O
appropriate,O
management,O
.,O
We,O
report,O
a,O
57-year,O
-,O
old,O
woman,O
with,O
end,B-Entity
-,I-Entity
stage,I-Entity
renal,I-Entity
disease,I-Entity
receiving,O
continuous,O
ambulatory,O
peritoneal,O
dialysis,O
(,O
CAPD,O
),O
",",O
who,O
developed,O
slurred,O
speech,O
",",O
tremor,I-Entity
",",O
bizarre,O
behavior,O
",",O
progressive,O
mental,O
confusion,I-Entity
",",O
and,O
2,O
episodes,O
of,O
generalized,O
tonic,B-Entity
-,I-Entity
clonic,I-Entity
seizure,I-Entity
(,O
GTCS,I-Entity
),O
after,O
5,O
doses,O
of,O
piperacillin,B-Entity
/,I-Entity
tazobactam,I-Entity
(,O
2,O
g/250,O
mg,O
),O
were,O
given,O
for,O
bronchiectasis,I-Entity
with,O
secondary,B-Entity
infection,I-Entity
.,O
The,O
laboratory,O
data,O
revealed,O
normal,O
plasma,O
electrolyte,O
and,O
ammonia,I-Entity
levels,O
but,O
leukocytosis,I-Entity
.,O
Neurologic,O
examinations,O
showed,O
dysarthria,I-Entity
and,O
bilateral,O
Babinski,O
sign,O
.,O
Despite,O
the,O
use,O
of,O
antiepileptic,O
agents,O
",",O
another,O
GTCS,I-Entity
episode,O
recurred,O
after,O
the,O
sixth,O
dose,O
of,O
piperacillin,B-Entity
/,I-Entity
tazobactam,I-Entity
.,O
Brain,O
magnetic,O
resonance,O
imaging,O
did,O
not,O
demonstrate,O
acute,O
infarction,I-Entity
and,O
organic,B-Entity
brain,I-Entity
lesions,I-Entity
.,O
Piperacillin,I-Entity
-,O
induced,O
encephalopathy,I-Entity
should,O
be,O
considered,O
in,O
any,O
uremic,I-Entity
patients,O
with,O
unexplained,O
neurological,O
manifestations,O
.,O
CAPD,O
is,O
inefficient,O
in,O
removing,O
piperacillin,I-Entity
",",O
whereas,O
hemodialysis,O
can,O
rapidly,O
terminate,O
the,O
piperacillin,I-Entity
-,O
induced,O
encephalopathy,I-Entity
.,O
Frequency,O
of,O
transient,O
ipsilateral,O
vocal,B-Entity
cord,I-Entity
paralysis,I-Entity
in,O
patients,O
undergoing,O
carotid,O
endarterectomy,O
under,O
local,O
anesthesia,O
.,O
Temporary,O
ipsilateral,O
vocal,B-Entity
nerve,I-Entity
palsies,I-Entity
due,O
to,O
local,O
anesthetics,O
have,O
been,O
described,O
",",O
however,O
.,O
Such,O
complications,O
are,O
most,O
important,O
in,O
situations,O
where,O
there,O
is,O
a,O
pre,O
-,O
existing,O
contralateral,O
paralysis,I-Entity
.,O
Anesthesia,O
was,O
performed,O
by,O
injecting,O
20,O
to,O
40,O
mL,O
of,O
a,O
mixture,O
of,O
long,O
-,O
acting,O
(,O
ropivacaine,I-Entity
),O
and,O
short,O
-,O
acting,O
(,O
prilocaine,I-Entity
),O
anesthetic,O
.,O
Twelve,O
patients,O
(,O
43%,O
),O
were,O
found,O
to,O
have,O
intraoperative,O
ipsilateral,O
vocal,B-Entity
cord,I-Entity
paralysis,I-Entity
.,O
There,O
were,O
no,O
significant,O
differences,O
in,O
operating,O
time,O
or,O
volume,O
or,O
frequency,O
of,O
anesthetic,O
administration,O
in,O
patients,O
with,O
temporary,O
vocal,B-Entity
cord,I-Entity
paralysis,I-Entity
compared,O
with,O
those,O
without,O
.,O
CONCLUSION,O
:,O
Local,O
anesthesia,O
led,O
to,O
temporary,O
ipsilateral,O
vocal,B-Entity
cord,I-Entity
paralysis,I-Entity
in,O
almost,O
half,O
of,O
these,O
patients,O
.,O
Because,O
pre,O
-,O
existing,O
paralysis,I-Entity
is,O
of,O
a,O
relevant,O
frequency,O
(,O
up,O
to,O
3%,O
),O
",",O
a,O
preoperative,O
evaluation,O
of,O
vocal,O
cord,O
function,O
before,O
carotid,O
endarterectomy,O
under,O
local,O
anesthesia,O
is,O
recommended,O
to,O
avoid,O
intraoperative,O
bilateral,O
paralysis,I-Entity
.,O
In,O
patients,O
with,O
preoperative,O
contralateral,O
vocal,B-Entity
cord,I-Entity
paralysis,I-Entity
",",O
surgery,O
under,O
general,O
anesthesia,O
should,O
be,O
considered,O
.,O
Neuroprotective,O
effects,O
of,O
melatonin,I-Entity
upon,O
the,O
offspring,O
cerebellar,O
cortex,O
in,O
the,O
rat,O
model,O
of,O
BCNU,I-Entity
-,O
induced,O
cortical,B-Entity
dysplasia,I-Entity
.,O
Cortical,B-Entity
dysplasia,I-Entity
is,O
a,O
malformation,O
characterized,O
by,O
defects,O
in,O
proliferation,O
",",O
migration,O
and,O
maturation,O
.,O
This,O
study,O
was,O
designed,O
to,O
evaluate,O
the,O
alterations,O
in,O
offspring,O
rat,O
cerebellum,O
induced,O
by,O
maternal,O
exposure,O
to,O
"carmustine-[1,3-bis",B-Entity
(,I-Entity
2-chloroethyl)-1-nitrosoure,I-Entity
],O
(,O
BCNU,I-Entity
),O
and,O
to,O
investigate,O
the,O
effects,O
of,O
exogenous,O
melatonin,I-Entity
upon,O
cerebellar,O
BCNU,I-Entity
-,O
induced,O
cortical,B-Entity
dysplasia,I-Entity
",",O
using,O
histological,O
and,O
biochemical,O
analyses,O
.,O
Pregnant,O
Wistar,O
rats,O
were,O
assigned,O
to,O
five,O
groups,O
:,O
intact,O
-,O
control,O
",",O
saline,O
-,O
control,O
",",O
melatonin,I-Entity
-,O
treated,O
",",O
BCNU,I-Entity
-,O
exposed,O
and,O
BCNU,I-Entity
-,O
exposed,O
plus,O
melatonin,I-Entity
.,O
Rats,O
were,O
exposed,O
to,O
BCNU,I-Entity
on,O
embryonic,O
day,O
15,O
and,O
melatonin,I-Entity
was,O
given,O
until,O
delivery,O
.,O
Immuno,O
/,O
histochemistry,O
and,O
electron,O
microscopy,O
were,O
carried,O
out,O
on,O
the,O
offspring,O
cerebellum,O
",",O
and,O
levels,O
of,O
malondialdehyde,I-Entity
and,O
superoxide,I-Entity
dismutase,O
were,O
determined,O
.,O
Histopathologically,O
",",O
typical,O
findings,O
were,O
observed,O
in,O
the,O
cerebella,O
from,O
the,O
control,O
groups,O
",",O
but,O
the,O
findings,O
consistent,O
with,O
early,O
embryonic,O
development,O
were,O
noted,O
in,O
BCNU,I-Entity
-,O
exposed,O
cortical,B-Entity
dysplasia,I-Entity
group,O
.,O
There,O
was,O
a,O
marked,O
increase,O
in,O
the,O
number,O
of,O
TUNEL,O
positive,O
cells,O
and,O
nestin,O
positive,O
cells,O
in,O
BCNU,I-Entity
-,O
exposed,O
group,O
",",O
but,O
a,O
decreased,O
immunoreactivity,O
to,O
glial,O
fibrillary,O
acidic,O
protein,O
",",O
synaptophysin,O
and,O
transforming,O
growth,O
factor,O
beta1,O
was,O
observed,O
",",O
indicating,O
a,O
delayed,O
maturation,O
",",O
and,O
melatonin,I-Entity
significantly,O
reversed,O
these,O
changes,O
.,O
Malondialdehyde,I-Entity
level,O
in,O
BCNU,I-Entity
-,O
exposed,O
group,O
was,O
higher,O
than,O
those,O
in,O
control,O
groups,O
and,O
melatonin,I-Entity
decreased,O
malondialdehyde,I-Entity
levels,O
in,O
BCNU,I-Entity
group,O
(,O
P<0.01,O
),O
",",O
while,O
there,O
were,O
no,O
significant,O
differences,O
in,O
the,O
superoxide,I-Entity
dismutase,O
levels,O
between,O
these,O
groups,O
.,O
These,O
data,O
suggest,O
that,O
exposure,O
of,O
animals,O
to,O
BCNU,I-Entity
during,O
pregnancy,O
leads,O
to,O
delayed,O
maturation,O
of,O
offspring,O
cerebellum,O
and,O
melatonin,I-Entity
protects,O
the,O
cerebellum,O
against,O
the,O
effects,O
of,O
BCNU,I-Entity
.,O
Myo,B-Entity
-,I-Entity
inositol-1-phosphate,I-Entity
(,O
MIP,I-Entity
),O
Lithium,I-Entity
and,O
valproate,I-Entity
are,O
the,O
prototypic,O
mood,O
stabilizers,O
and,O
have,O
diverse,O
structures,O
and,O
targets,O
.,O
Both,O
drugs,O
influence,O
inositol,I-Entity
metabolism,O
.,O
Lithium,I-Entity
inhibits,O
IMPase,O
and,O
valproate,I-Entity
inhibits,O
MIP,I-Entity
synthase,O
.,O
This,O
study,O
shows,O
that,O
MIP,I-Entity
synthase,O
inhibition,O
does,O
not,O
replicate,O
or,O
augment,O
the,O
effects,O
of,O
lithium,I-Entity
in,O
the,O
inositol,I-Entity
sensitive,O
pilocarpine,I-Entity
-,O
induced,O
seizures,I-Entity
model,O
.,O
This,O
lack,O
of,O
effects,O
may,O
stem,O
from,O
the,O
low,O
contribution,O
of,O
de,O
-,O
novo,O
synthesis,O
to,O
cellular,O
inositol,I-Entity
supply,O
or,O
to,O
the,O
inhibition,O
of,O
the,O
de,O
-,O
novo,O
synthesis,O
by,O
lithium,I-Entity
itself,O
.,O
Non,O
-,O
steroidal,O
anti,O
-,O
inflammatory,O
drugs,O
-,O
associated,O
acute,O
interstitial,B-Entity
nephritis,I-Entity
with,O
granular,O
tubular,O
basement,O
membrane,O
deposits,O
.,O
Acute,B-Entity
tubulo,I-Entity
-,I-Entity
interstitial,I-Entity
nephritis,I-Entity
(,O
ATIN,I-Entity
),O
is,O
an,O
important,O
cause,O
of,O
acute,B-Entity
renal,I-Entity
failure,I-Entity
resulting,O
from,O
a,O
variety,O
of,O
insults,O
",",O
including,O
immune,O
complex,O
-,O
mediated,O
tubulo,B-Entity
-,I-Entity
interstitial,I-Entity
injury,I-Entity
",",O
but,O
drugs,O
such,O
as,O
non,O
-,O
steroidal,O
anti,O
-,O
inflammatory,O
drugs,O
(,O
NSAIDs,O
),O
are,O
a,O
far,O
more,O
frequent,O
cause,O
.,O
Overall,O
",",O
as,O
an,O
entity,O
",",O
ATIN,I-Entity
remains,O
under,O
-,O
diagnosed,O
",",O
as,O
symptoms,O
resolve,O
spontaneously,O
if,O
the,O
medication,O
is,O
stopped,O
.,O
We,O
report,O
on,O
a,O
14-year,O
-,O
old,O
boy,O
who,O
developed,O
acute,B-Entity
renal,I-Entity
failure,I-Entity
2,O
weeks,O
after,O
aortic,O
valve,O
surgery,O
.,O
He,O
was,O
put,O
on,O
aspirin,I-Entity
following,O
surgery,O
and,O
took,O
ibuprofen,I-Entity
for,O
fever,I-Entity
for,O
nearly,O
a,O
week,O
prior,O
to,O
presentation,O
.,O
He,O
then,O
presented,O
to,O
the,O
emergency,O
department,O
feeling,O
quite,O
ill,O
and,O
was,O
found,O
to,O
have,O
a,O
blood,B-Entity
urea,I-Entity
nitrogen,I-Entity
(,O
BUN,I-Entity
),O
concentration,O
of,O
of,O
147,O
mg,O
/,O
dl,O
",",O
creatinine,I-Entity
of,O
15.3,O
mg,O
/,O
dl,O
and,O
serum,O
potassium,I-Entity
of,O
8.7,O
mEq,O
/,O
l,O
.,O
A,O
kidney,O
biopsy,O
showed,O
inflammatory,O
infiltrate,O
consistent,O
with,O
ATIN,I-Entity
.,O
He,O
needed,O
dialysis,O
for,O
2,O
weeks,O
and,O
was,O
treated,O
successfully,O
with,O
steroids,I-Entity
for,O
6,O
months,O
.,O
His,O
renal,O
recovery,O
and,O
disappearance,O
of,O
proteinuria,I-Entity
took,O
a,O
year,O
.,O
In,O
conclusion,O
",",O
this,O
is,O
a,O
first,O
report,O
of,O
NSAIDs,O
-,O
associated,O
ATIN,I-Entity
",",O
showing,O
deposits,O
of,O
granular,O
immune,O
complex,O
present,O
only,O
in,O
the,O
TBM,O
and,O
not,O
in,O
the,O
glomeruli,O
.,O
Rifampicin,I-Entity
-,O
associated,O
segmental,O
necrotizing,O
glomerulonephritis,I-Entity
in,O
staphylococcal,B-Entity
endocarditis,I-Entity
.,O
necrotising,O
glomerulonephritis,I-Entity
has,O
been,O
reported,O
as,O
complication,O
of,O
rifampicin,I-Entity
therapy,O
in,O
patients,O
receiving,O
treatment,O
for,O
tuberculosis,I-Entity
.,O
Changing,O
epidemiology,O
of,O
infections,I-Entity
such,O
as,O
infective,B-Entity
endocarditis,I-Entity
(,O
IE,I-Entity
),O
has,O
led,O
to,O
an,O
increase,O
in,O
the,O
use,O
of,O
rifampicin,I-Entity
for,O
Staphylococcal,B-Entity
infections,I-Entity
.,O
We,O
describe,O
a,O
case,O
of,O
a,O
patient,O
with,O
Staphylococcal,B-Entity
IE,I-Entity
who,O
developed,O
acute,B-Entity
renal,I-Entity
failure,I-Entity
secondary,O
to,O
a,O
segmental,O
necrotising,O
glomerulonephritis,I-Entity
while,O
being,O
treated,O
with,O
rifampicin,I-Entity
",",O
and,O
review,O
the,O
literature,O
regarding,O
this,O
complication,O
of,O
rifampicin,I-Entity
therapy,O
.,O
Rate,O
of,O
YMDD,O
motif,O
mutants,O
in,O
lamivudine,I-Entity
-,O
untreated,O
Iranian,O
patients,O
with,O
chronic,B-Entity
hepatitis,I-Entity
B,I-Entity
virus,I-Entity
infection,I-Entity
.,O
Lamivudine,I-Entity
is,O
used,O
for,O
the,O
treatment,O
of,O
chronic,B-Entity
hepatitis,I-Entity
B,I-Entity
patients,O
.,O
Recent,O
studies,O
show,O
that,O
the,O
YMDD,O
motif,O
mutants,O
(,O
resistant,O
hepatitis,B-Entity
B,I-Entity
virus,O
),O
occur,O
as,O
natural,O
genome,O
variability,O
in,O
lamivudine,I-Entity
-,O
untreated,O
chronic,B-Entity
hepatitis,I-Entity
B,I-Entity
patients,O
.,O
In,O
this,O
study,O
we,O
aimed,O
to,O
determine,O
the,O
rate,O
of,O
YMDD,O
motif,O
mutants,O
in,O
lamivudine,I-Entity
-,O
untreated,O
chronic,B-Entity
hepatitis,I-Entity
B,I-Entity
patients,O
in,O
Iran,O
.,O
A,O
total,O
of,O
77,O
chronic,B-Entity
hepatitis,I-Entity
B,I-Entity
patients,O
who,O
had,O
not,O
been,O
treated,O
with,O
lamivudine,I-Entity
were,O
included,O
in,O
the,O
study,O
.,O
All,O
patients,O
were,O
also,O
tested,O
for,O
liver,O
enzymes,O
",",O
anti,O
-,O
HCV,O
",",O
HBeAg,I-Entity
",",O
and,O
anti,O
-,O
HBe,O
.,O
HBeAg,I-Entity
was,O
positive,O
in,O
40%,O
and,O
anti,O
-,O
HBe,O
in,O
60%,O
of,O
the,O
patients,O
.,O
YMDD,O
motif,O
mutants,O
were,O
not,O
detected,O
in,O
any,O
of,O
the,O
patients,O
despite,O
the,O
liver,O
enzyme,O
levels,O
and,O
the,O
presence,O
of,O
HBeAg,I-Entity
or,O
anti,O
-,O
HBe,O
.,O
CONCLUSION,O
:,O
Although,O
the,O
natural,O
occurrence,O
of,O
YMDD,O
motif,O
mutants,O
in,O
lamivudine,I-Entity
-,O
untreated,O
patients,O
with,O
chronic,B-Entity
hepatitis,I-Entity
B,I-Entity
has,O
been,O
reported,O
",",O
these,O
mutants,O
were,O
not,O
detected,O
in,O
Iranian,O
lamivudine,I-Entity
-,O
untreated,O
chronic,B-Entity
hepatitis,I-Entity
B,I-Entity
patients,O
.,O
Branch,O
retinal,B-Entity
vein,I-Entity
occlusion,I-Entity
and,O
fluoxetine,I-Entity
.,O
A,O
case,O
of,O
branch,O
retinal,B-Entity
vein,I-Entity
occlusion,I-Entity
associated,O
with,O
fluoxetine,I-Entity
-,O
induced,O
secondary,O
hypertension,I-Entity
is,O
described,O
.,O
Although,O
an,O
infrequent,O
complication,O
of,O
selective,O
serotonin,I-Entity
reuptake,O
inhibitor,O
therapy,O
",",O
it,O
is,O
important,O
that,O
ophthalmologists,O
are,O
aware,O
that,O
these,O
agents,O
can,O
cause,O
hypertension,I-Entity
because,O
this,O
class,O
of,O
drugs,O
is,O
widely,O
prescribed,O
.,O
The,O
differential,O
effects,O
of,O
bupivacaine,I-Entity
and,O
lidocaine,I-Entity
on,O
prostaglandin,B-Entity
E2,I-Entity
release,O
",",O
cyclooxygenase,O
gene,O
expression,O
and,O
pain,I-Entity
in,O
a,O
clinical,O
pain,I-Entity
model,O
.,O
